Timestamp,curr_course,curr_prog,demo_age,demo_gender,demo_race,rate_interest,interest_webdev,interest_cybersec,interest_appdev,interest_analytics,interest_ml_ai,interest_programming,interest_game_design,interest_hardware,hear_website,hear_social_media,hear_comm_event,hear_fam_mem,hear_curr_student,hear_alumni,hear_hs_teacher,hear_hs_counselor,hear_in_app_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_mailer,hear_other,motiv_keep_current,motiv_curiosity,motiv_enrichment,motiv_career_adv,motiv_career_change,motiv_pro_dev,motiv_job_disp,motiv_financial,motiv_relocation,motiv_it_cert,motiv_req_class,exp_ms_hs_comp_class,exp_ms_hs_comp_club,exp_competitions,exp_afterschool_prog,exp_summer_prog,exp_ap_class,exp_dual_enrollment_class,exp_fam_friend_influence,exp_fam_friend_in_comp,exp_hs_teacher_counselor,exp_emp_influence,exp_ccm_faculty,exp_ccm_advisor
2022-09-30 11:06:53,CMP 101 Computer Information Literacy,Education,18 and younger,Woman,Hispanic or Latino,3,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact
2022-09-30 11:08:58,CMP 135 Computer Concepts with Applications,Public Health,21-24,Woman,White/Caucasian,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact
2022-09-30 11:14:01,CMP 135 Computer Concepts with Applications,Radiography,19-20,Woman,White/Caucasian,4,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact
2022-09-30 11:17:07,CMP 135 Computer Concepts with Applications,Exercise Science,19-20,Man,White/Caucasian,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Don't recall,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-09-30 12:09:42,CMP 101 Computer Information Literacy,Liberal Arts,19-20,Man,White/Caucasian,3,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact
2022-09-30 16:45:01,CMP 101 Computer Information Literacy,Liberal Arts,19-20,Woman,White/Caucasian,2,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-02 12:00:13,CMP 101 Computer Information Literacy,Nursing,18 and younger,Woman,Hispanic or Latino,1,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-02 13:12:55,CMP 101 Computer Information Literacy,Nursing,25-34,Woman,Black/African American,4,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact
2022-10-02 13:16:09,CMP 101 Computer Information Literacy,Nursing,25-34,Woman,Black/African American,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact
2022-10-02 14:08:28,CMP 101 Computer Information Literacy,Nursing,19-20,Woman,Hispanic or Latino,3,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-02 16:37:14,CMP 101 Computer Information Literacy,Nursing,21-24,Woman,Hispanic or Latino,3,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact
2022-10-02 21:25:15,CMP 101 Computer Information Literacy,Liberal Arts,18 and younger,Woman,Choose not to reply,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact
2022-10-02 21:50:24,CMP 126 Computer Technology and Applications,Not in a degree program,18 and younger,Man,Choose not to reply,2,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-02 22:52:20,CMP 135 Computer Concepts with Applications,Exercise Science,18 and younger,Man,White/Caucasian,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-02 23:03:58,CMP 101 Computer Information Literacy,Liberal Arts,19-20,Woman,White/Caucasian,3,Yes,No,Yes,No,No,No,No,No,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact
2022-10-02 23:57:33,CMP 101 Computer Information Literacy,Psychology ,25-34,Man,Hispanic or Latino,3,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-03 11:58:21,CMP 135 Computer Concepts with Applications,Liberal Arts,19-20,Woman,Multi-Racial,1,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-03 12:33:33,CMP 135 Computer Concepts with Applications,Criminal Justice,35-64,Woman,White/Caucasian,4,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,Yes,No,Yes,Yes,Don't recall,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact
2022-10-03 13:46:10,CMP 135 Computer Concepts with Applications,Criminal Justice,21-24,Man,White/Caucasian,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-03 14:25:40,CMP 135 Computer Concepts with Applications,Radiography,25-34,Woman,White/Caucasian,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-03 14:48:47,CMP 101 Computer Information Literacy,Nursing,21-24,Woman,White/Caucasian,2,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-03 15:24:03,CMP 101 Computer Information Literacy,Nursing,21-24,Man,Multi-Racial,3,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact
2022-10-03 19:49:22,CMP 135 Computer Concepts with Applications,Exercise Science,19-20,Woman,Hispanic or Latino,2,No,Yes,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact
2022-10-04 03:34:48,CMP 101 Computer Information Literacy,Liberal Arts,25-34,Prefer not to say,Choose not to reply,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-04 08:23:27,CMP 126 Computer Technology and Applications,Liberal Arts,19-20,Woman,Hispanic or Latino,3,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Don't recall,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact
2022-10-04 09:24:05,CMP 126 Computer Technology and Applications,Computer Information Systems,35-64,Man,Black/African American,3,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-04 09:49:02,CMP 101 Computer Information Literacy,Liberal Arts,19-20,Woman,White/Caucasian,1,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact
2022-10-04 09:54:55,CMP 126 Computer Technology and Applications,Education,25-34,Woman,White/Caucasian,2,No,No,No,No,No,No,No,No,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No response,No response,No response,No response,High Impact,No response,No response,No response,No response,No response,No response,No response
2022-10-04 09:55:42,CMP 126 Computer Technology and Applications,Criminal Justice,18 and younger,Man,White/Caucasian,4,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-04 09:55:49,CMP 126 Computer Technology and Applications,Liberal Arts,19-20,Prefer not to say,Multi-Racial,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact
2022-10-04 09:56:11,CMP 126 Computer Technology and Applications,Nursing,19-20,Woman,Multi-Racial,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-04 09:56:32,CMP 126 Computer Technology and Applications,Criminal Justice,18 and younger,Woman,White/Caucasian,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact
2022-10-04 09:57:15,CMP 126 Computer Technology and Applications,Broadcasting Arts and Technology,19-20,Man,Choose not to reply,3,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-04 09:58:05,CMP 126 Computer Technology and Applications,Liberal Arts,18 and younger,Woman,Hispanic or Latino,5,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact
2022-10-04 09:58:06,CMP 126 Computer Technology and Applications,Communication,21-24,Man,White/Caucasian,2,No,Yes,No,No,No,No,Yes,No,No,Don't recall,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't recall,Don't recall,No,Don't recall,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact
2022-10-04 10:00:43,CMP 126 Computer Technology and Applications,Liberal Arts,18 and younger,Man,Black/African American,2,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response
2022-10-04 10:01:12,CMP 126 Computer Technology and Applications,Liberal Arts,19-20,Man,Choose not to reply,3,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No response,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No response,No response
2022-10-04 10:03:37,CMP 126 Computer Technology and Applications,Communication,19-20,Woman,White/Caucasian,1,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-04 10:10:56,CMP 126 Computer Technology and Applications,Journalism,18 and younger,Man,White/Caucasian,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Don't recall,No,Don't recall,Don't recall,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact
2022-10-04 13:56:37,CMP 126 Computer Technology and Applications,Communication,18 and younger,Woman,White/Caucasian,2,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact
2022-10-04 15:19:10,CMP 101 Computer Information Literacy,Nursing,18 and younger,Woman,White/Caucasian,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact
